filepath,class
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0006_Ceta_959_2894.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0040_Ceta_343_3252.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0020_Ceta_434_1818.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0001_Ceta_2140_1077.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0053_Ceta_2102_230.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0061_Ceta_85_3429.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0072_Ceta_1264_277.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0055_Ceta_1874_3010.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0094_Ceta_474_1406.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0080_Ceta_3127_3279.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0074_Ceta_2365_3379.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0011_Ceta_3270_2642.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0096_Ceta_196_1962.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0089_Ceta_3421_2913.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0085_Ceta_3393_2952.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0023_Ceta_2087_3072.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0057_Ceta_3391_2282.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0036_Ceta_1536_3030.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0076_Ceta_697_688.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0081_Ceta_341_817.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0073_Ceta_336_933.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0014_Ceta_2031_2429.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0020_Ceta_1849_3228.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0071_Ceta_0_3579.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0091_Ceta_2492_3235.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0087_Ceta_1859_1089.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0034_Ceta_2936_1731.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0028_Ceta_2597_1519.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0088_Ceta_0_1045.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0007_Ceta_1182_1958.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0009_Ceta_2375_1505.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0016_Ceta_1506_352.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0073_Ceta_725_293.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0055_Ceta_3012_3541.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0032_Ceta_1794_2525.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0076_Ceta_1542_1144.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0094_Ceta_1447_1823.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0066_Ceta_241_2423.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0029_Ceta_909_3161.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0035_Ceta_692_3419.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0048_Ceta_1556_3111.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0096_Ceta_1948_1639.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0048_Ceta_1723_988.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0046_Ceta_919_1979.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0002_Ceta_2677_3706.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0006_Ceta_3016_2940.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0070_Ceta_3410_3246.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0070_Ceta_2498_1761.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0005_Ceta_3409_948.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0093_Ceta_1675_3052.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0018_Ceta_2198_3405.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0026_Ceta_0_2111.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0067_Ceta_2487_1144.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0047_Ceta_1268_452.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0033_Ceta_479_1878.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0019_Ceta_0_787.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0069_Ceta_2899_2751.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0003_Ceta_2176_321.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0067_Ceta_2293_827.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0024_Ceta_1182_3496.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0018_Ceta_247_620.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0097_Ceta_546_2657.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0001_Ceta_3147_589.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0068_Ceta_152_805.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0067_Ceta_0_772.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0033_Ceta_2410_1524.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0059_Ceta_1682_2211.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0046_Ceta_2703_963.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0009_Ceta_2031_1237.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0009_Ceta_616_1525.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0071_Ceta_792_2128.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0082_Ceta_1825_2001.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0084_Ceta_1759_1462.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0056_Ceta_3264_922.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0082_Ceta_1258_2713.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0093_Ceta_1253_1267.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0091_Ceta_1197_3335.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0049_Ceta_1874_417.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0063_Ceta_3072_3096.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0013_Ceta_348_721.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0069_Ceta_614_3212.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0046_Ceta_1364_2454.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0007_Ceta_1875_3535.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0036_Ceta_1601_867.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0020_Ceta_303_433.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0085_Ceta_0_1145.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0054_Ceta_550_3156.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0059_Ceta_2971_750.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0004_Ceta_0_3161.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0083_Ceta_1570_1589.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0043_Ceta_444_351.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0060_Ceta_126_3702.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0025_Ceta_409_1697.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0020_Ceta_793_191.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0026_Ceta_1662_1323.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0092_Ceta_1920_2162.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0088_Ceta_647_1156.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0041_Ceta_2339_3050.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0030_Ceta_2698_3758.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0092_Ceta_3321_516.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0029_Ceta_2830_624.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0006_Ceta_2628_3738.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0017_Ceta_308_1469.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0014_Ceta_3391_2349.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0051_Ceta_3300_2509.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0074_Ceta_3488_521.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0099_Ceta_3004_1423.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0049_Ceta_454_2120.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0057_Ceta_2658_3212.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0029_Ceta_1895_685.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0041_Ceta_3098_2302.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0041_Ceta_2274_1468.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0044_Ceta_1485_826.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0069_Ceta_3338_2606.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0004_Ceta_2499_821.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0003_Ceta_1488_963.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0084_Ceta_702_2701.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0040_Ceta_2446_1933.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0009_Ceta_2810_1444.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0052_Ceta_3183_1251.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0026_Ceta_515_565.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0085_Ceta_591_3146.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0046_Ceta_211_1913.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0052_Ceta_95_493.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0010_Ceta_1627_2035.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0080_Ceta_119_2084.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0027_Ceta_0_2843.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0068_Ceta_525_721.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0078_Ceta_2282_316.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0075_Ceta_2893_182.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0009_Ceta_2345_2743.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0044_Ceta_1440_1236.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0041_Ceta_2673_1817.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0056_Ceta_2380_3404.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0077_Ceta_464_2768.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0044_Ceta_171_1792.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0042_Ceta_2077_1104.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0089_Ceta_1403_978.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0041_Ceta_3269_2636.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0076_Ceta_719_1945.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0037_Ceta_2031_2722.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0003_Ceta_3242_1933.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0046_Ceta_1713_1721.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0059_Ceta_3118_1761.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0051_Ceta_1268_3141.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0048_Ceta_1303_407.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0099_Ceta_2893_900.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0081_Ceta_2092_2357.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0022_Ceta_1738_1343.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0070_Ceta_47_3040.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0060_Ceta_1364_1857.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0083_Ceta_1119_3363.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0030_Ceta_237_2247.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0065_Ceta_58_332.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0049_Ceta_1238_1716.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0017_Ceta_343_923.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0067_Ceta_2693_710.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0072_Ceta_1876_2812.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0002_Ceta_84_1614.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0056_Ceta_1500_3364.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0032_Ceta_1425_2671.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0032_Ceta_1147_1023.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0009_Ceta_864_959.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0042_Ceta_3330_3495.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0087_Ceta_41_466.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0047_Ceta_2936_2813.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0091_Ceta_1219_1278.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0008_Ceta_0_2121.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0062_Ceta_3204_3025.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0030_Ceta_1844_841.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0009_Ceta_1925_3506.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0052_Ceta_1000_2701.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0023_Ceta_161_2546.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0020_Ceta_252_1060.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0045_Ceta_575_1185.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0020_Ceta_1586_782.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0030_Ceta_3386_1736.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0077_Ceta_2849_1244.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0035_Ceta_3477_1923.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0067_Ceta_2576_321.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0060_Ceta_2506_1312.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0044_Ceta_115_2373.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0076_Ceta_3294_1522.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0045_Ceta_1632_3707.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0013_Ceta_202_2940.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0054_Ceta_742_1817.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0025_Ceta_449_2935.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0035_Ceta_262_3338.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0062_Ceta_3204_2242.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0004_Ceta_2752_2166.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0079_Ceta_2348_1928.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0099_Ceta_858_3268.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0077_Ceta_2254_2918.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0081_Ceta_647_2051.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0047_Ceta_2446_1812.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0062_Ceta_35_2494.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0034_Ceta_1399_3126.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0091_Ceta_2415_277.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0088_Ceta_1191_1267.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0030_Ceta_110_3313.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0071_Ceta_3377_2812.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0076_Ceta_3166_3590.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0092_Ceta_1953_3747.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0062_Ceta_2360_417.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0087_Ceta_1180_3046.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0015_Ceta_237_2611.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0072_Ceta_2726_1650.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0025_Ceta_1081_246.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0001_Ceta_1553_1924.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0052_Ceta_1900_1448.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0042_Ceta_869_447.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0074_Ceta_2332_2545.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0028_Ceta_151_3556.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0024_Ceta_0_1793.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0002_Ceta_2065_345.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0026_Ceta_1945_822.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0096_Ceta_3493_1234.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0068_Ceta_1147_3351.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0040_Ceta_3330_2439.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0054_Ceta_2451_240.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0066_Ceta_3427_2423.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0082_Ceta_157_2351.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0084_Ceta_3004_1250.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0081_Ceta_191_1222.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0015_Ceta_1223_1959.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0079_Ceta_286_3107.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0039_Ceta_1687_2459.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0099_Ceta_1948_3035.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0039_Ceta_2809_1175.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0019_Ceta_0_372.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0098_Ceta_541_1550.png,mutant
/home/ascott10/documents/school/capstone/mutant/A2_MHV_AxA_0064_Ceta_1542_2245.png,mutant
